12,2013-07-25T00:00:00.000-04:00,1837,CLOSED
13,2013-07-25T00:00:00.000-04:00,9149,PENDING_PAYMENT
19,2013-07-25T00:00:00.000-04:00,9488,PENDING_PAYMENT
20,2013-07-25T00:00:00.000-04:00,9198,PROCESSING
22,2013-07-25T00:00:00.000-04:00,333,COMPLETE
24,2013-07-25T00:00:00.000-04:00,11441,CLOSED
27,2013-07-25T00:00:00.000-04:00,3241,PENDING_PAYMENT
31,2013-07-25T00:00:00.000-04:00,6983,PAYMENT_REVIEW
32,2013-07-25T00:00:00.000-04:00,3960,COMPLETE
33,2013-07-25T00:00:00.000-04:00,5793,PENDING_PAYMENT
37,2013-07-25T00:00:00.000-04:00,5863,CLOSED
42,2013-07-25T00:00:00.000-04:00,9776,PENDING
47,2013-07-25T00:00:00.000-04:00,8487,PENDING_PAYMENT
54,2013-07-25T00:00:00.000-04:00,10628,PENDING_PAYMENT
64,2013-07-25T00:00:00.000-04:00,5579,PENDING_PAYMENT
65,2013-07-25T00:00:00.000-04:00,5903,COMPLETE
71,2013-07-25T00:00:00.000-04:00,8646,COMPLETE
74,2013-07-25T00:00:00.000-04:00,662,PENDING_PAYMENT
76,2013-07-25T00:00:00.000-04:00,6898,COMPLETE
77,2013-07-25T00:00:00.000-04:00,7915,PENDING_PAYMENT
82,2013-07-25T00:00:00.000-04:00,3566,PENDING_PAYMENT
85,2013-07-25T00:00:00.000-04:00,1485,PENDING
91,2013-07-25T00:00:00.000-04:00,8912,COMPLETE
92,2013-07-25T00:00:00.000-04:00,6932,COMPLETE
103,2013-07-25T00:00:00.000-04:00,12256,PROCESSING
106,2013-07-26T00:00:00.000-04:00,395,PROCESSING
116,2013-07-26T00:00:00.000-04:00,8763,CLOSED
123,2013-07-26T00:00:00.000-04:00,3695,PENDING_PAYMENT
127,2013-07-26T00:00:00.000-04:00,5261,PENDING_PAYMENT
128,2013-07-26T00:00:00.000-04:00,2772,PENDING_PAYMENT
129,2013-07-26T00:00:00.000-04:00,9937,CLOSED
130,2013-07-26T00:00:00.000-04:00,7509,PENDING_PAYMENT
134,2013-07-26T00:00:00.000-04:00,12081,PENDING_PAYMENT
138,2013-07-26T00:00:00.000-04:00,10904,PROCESSING
147,2013-07-26T00:00:00.000-04:00,275,PENDING_PAYMENT
157,2013-07-26T00:00:00.000-04:00,8986,ON_HOLD
158,2013-07-26T00:00:00.000-04:00,12345,PENDING
164,2013-07-26T00:00:00.000-04:00,2962,PROCESSING
169,2013-07-26T00:00:00.000-04:00,2611,ON_HOLD
171,2013-07-26T00:00:00.000-04:00,1980,COMPLETE
173,2013-07-26T00:00:00.000-04:00,9027,ON_HOLD
175,2013-07-26T00:00:00.000-04:00,384,COMPLETE
186,2013-07-26T00:00:00.000-04:00,1104,COMPLETE
187,2013-07-26T00:00:00.000-04:00,1378,PAYMENT_REVIEW
188,2013-07-26T00:00:00.000-04:00,2889,PENDING
192,2013-07-26T00:00:00.000-04:00,5293,PROCESSING
198,2013-07-26T00:00:00.000-04:00,7436,PENDING_PAYMENT
201,2013-07-26T00:00:00.000-04:00,9055,CLOSED
206,2013-07-26T00:00:00.000-04:00,8994,PENDING
207,2013-07-26T00:00:00.000-04:00,11643,COMPLETE
211,2013-07-26T00:00:00.000-04:00,10372,CLOSED
213,2013-07-26T00:00:00.000-04:00,11715,CLOSED
215,2013-07-26T00:00:00.000-04:00,5925,CLOSED
223,2013-07-26T00:00:00.000-04:00,9068,PENDING
225,2013-07-26T00:00:00.000-04:00,11275,COMPLETE
226,2013-07-26T00:00:00.000-04:00,9356,PENDING_PAYMENT
231,2013-07-26T00:00:00.000-04:00,3960,COMPLETE
233,2013-07-26T00:00:00.000-04:00,12316,COMPLETE
257,2013-07-26T00:00:00.000-04:00,3273,PROCESSING
259,2013-07-26T00:00:00.000-04:00,3454,COMPLETE
