3,2013-07-25T00:00:00.000-04:00,12111,COMPLETE
7,2013-07-25T00:00:00.000-04:00,4530,COMPLETE
9,2013-07-25T00:00:00.000-04:00,5657,PENDING_PAYMENT
14,2013-07-25T00:00:00.000-04:00,9842,PROCESSING
15,2013-07-25T00:00:00.000-04:00,2568,COMPLETE
17,2013-07-25T00:00:00.000-04:00,2667,COMPLETE
18,2013-07-25T00:00:00.000-04:00,1205,CLOSED
30,2013-07-25T00:00:00.000-04:00,10039,PENDING_PAYMENT
35,2013-07-25T00:00:00.000-04:00,4840,COMPLETE
38,2013-07-25T00:00:00.000-04:00,11586,PROCESSING
44,2013-07-25T00:00:00.000-04:00,10500,PENDING
46,2013-07-25T00:00:00.000-04:00,1549,ON_HOLD
50,2013-07-25T00:00:00.000-04:00,5225,CANCELED
57,2013-07-25T00:00:00.000-04:00,7073,CLOSED
60,2013-07-25T00:00:00.000-04:00,8365,PENDING_PAYMENT
62,2013-07-25T00:00:00.000-04:00,9111,CLOSED
67,2013-07-25T00:00:00.000-04:00,1406,COMPLETE
68,2013-07-25T00:00:00.000-04:00,4320,PENDING
72,2013-07-25T00:00:00.000-04:00,4349,COMPLETE
75,2013-07-25T00:00:00.000-04:00,2505,PENDING_PAYMENT
81,2013-07-25T00:00:00.000-04:00,674,PROCESSING
94,2013-07-25T00:00:00.000-04:00,11589,PROCESSING
95,2013-07-25T00:00:00.000-04:00,9032,COMPLETE
99,2013-07-25T00:00:00.000-04:00,11542,PENDING_PAYMENT
105,2013-07-26T00:00:00.000-04:00,8220,COMPLETE
112,2013-07-26T00:00:00.000-04:00,5375,CANCELED
118,2013-07-26T00:00:00.000-04:00,1737,COMPLETE
119,2013-07-26T00:00:00.000-04:00,8124,PENDING_PAYMENT
133,2013-07-26T00:00:00.000-04:00,10604,CLOSED
140,2013-07-26T00:00:00.000-04:00,4257,PENDING_PAYMENT
141,2013-07-26T00:00:00.000-04:00,12128,COMPLETE
143,2013-07-26T00:00:00.000-04:00,10495,COMPLETE
145,2013-07-26T00:00:00.000-04:00,494,ON_HOLD
146,2013-07-26T00:00:00.000-04:00,8177,COMPLETE
148,2013-07-26T00:00:00.000-04:00,5383,PROCESSING
151,2013-07-26T00:00:00.000-04:00,2493,ON_HOLD
152,2013-07-26T00:00:00.000-04:00,3611,COMPLETE
156,2013-07-26T00:00:00.000-04:00,5200,ON_HOLD
159,2013-07-26T00:00:00.000-04:00,10974,PENDING_PAYMENT
162,2013-07-26T00:00:00.000-04:00,3304,PENDING_PAYMENT
165,2013-07-26T00:00:00.000-04:00,1222,PENDING_PAYMENT
166,2013-07-26T00:00:00.000-04:00,7834,PROCESSING
168,2013-07-26T00:00:00.000-04:00,11794,PENDING_PAYMENT
170,2013-07-26T00:00:00.000-04:00,6295,PAYMENT_REVIEW
174,2013-07-26T00:00:00.000-04:00,3358,COMPLETE
178,2013-07-26T00:00:00.000-04:00,8503,COMPLETE
179,2013-07-26T00:00:00.000-04:00,6506,COMPLETE
189,2013-07-26T00:00:00.000-04:00,10177,PENDING
190,2013-07-26T00:00:00.000-04:00,11115,PENDING
191,2013-07-26T00:00:00.000-04:00,16,CLOSED
196,2013-07-26T00:00:00.000-04:00,2765,PROCESSING
199,2013-07-26T00:00:00.000-04:00,4608,ON_HOLD
200,2013-07-26T00:00:00.000-04:00,11116,PAYMENT_REVIEW
203,2013-07-26T00:00:00.000-04:00,11791,PENDING_PAYMENT
204,2013-07-26T00:00:00.000-04:00,7604,PENDING_PAYMENT
208,2013-07-26T00:00:00.000-04:00,7923,PROCESSING
214,2013-07-26T00:00:00.000-04:00,3925,COMPLETE
217,2013-07-26T00:00:00.000-04:00,5420,PROCESSING
228,2013-07-26T00:00:00.000-04:00,6070,ON_HOLD
230,2013-07-26T00:00:00.000-04:00,4921,PENDING_PAYMENT
232,2013-07-26T00:00:00.000-04:00,1780,PENDING_PAYMENT
235,2013-07-26T00:00:00.000-04:00,4285,PENDING_PAYMENT
238,2013-07-26T00:00:00.000-04:00,4939,PENDING_PAYMENT
247,2013-07-26T00:00:00.000-04:00,173,COMPLETE
249,2013-07-26T00:00:00.000-04:00,7650,CLOSED
251,2013-07-26T00:00:00.000-04:00,568,PENDING
254,2013-07-26T00:00:00.000-04:00,9395,COMPLETE
256,2013-07-26T00:00:00.000-04:00,4199,CLOSED
269,2013-07-26T00:00:00.000-04:00,11887,PROCESSING
270,2013-07-26T00:00:00.000-04:00,5689,COMPLETE
272,2013-07-26T00:00:00.000-04:00,428,CLOSED
276,2013-07-26T00:00:00.000-04:00,2221,PENDING_PAYMENT
277,2013-07-26T00:00:00.000-04:00,3732,PENDING
284,2013-07-26T00:00:00.000-04:00,861,PROCESSING
285,2013-07-26T00:00:00.000-04:00,5011,CLOSED
287,2013-07-26T00:00:00.000-04:00,8122,COMPLETE
293,2013-07-26T00:00:00.000-04:00,4731,PROCESSING
296,2013-07-26T00:00:00.000-04:00,6665,COMPLETE
297,2013-07-26T00:00:00.000-04:00,2281,PENDING
298,2013-07-26T00:00:00.000-04:00,4967,COMPLETE
304,2013-07-26T00:00:00.000-04:00,1869,COMPLETE
305,2013-07-26T00:00:00.000-04:00,5618,ON_HOLD
312,2013-07-26T00:00:00.000-04:00,1122,COMPLETE
321,2013-07-26T00:00:00.000-04:00,4282,ON_HOLD
325,2013-07-26T00:00:00.000-04:00,4759,PENDING
328,2013-07-26T00:00:00.000-04:00,1149,COMPLETE
332,2013-07-26T00:00:00.000-04:00,4171,COMPLETE
334,2013-07-26T00:00:00.000-04:00,3752,PENDING_PAYMENT
338,2013-07-26T00:00:00.000-04:00,4666,COMPLETE
340,2013-07-26T00:00:00.000-04:00,7995,PENDING_PAYMENT
345,2013-07-26T00:00:00.000-04:00,11040,PROCESSING
351,2013-07-27T00:00:00.000-04:00,12049,COMPLETE
355,2013-07-27T00:00:00.000-04:00,11682,PROCESSING
357,2013-07-27T00:00:00.000-04:00,2685,COMPLETE
361,2013-07-27T00:00:00.000-04:00,8286,PROCESSING
367,2013-07-27T00:00:00.000-04:00,8730,PROCESSING
371,2013-07-27T00:00:00.000-04:00,4428,PENDING_PAYMENT
374,2013-07-27T00:00:00.000-04:00,5906,PROCESSING
