1,2013-07-25T00:00:00.000-04:00,11599,CLOSED
11,2013-07-25T00:00:00.000-04:00,918,PAYMENT_REVIEW
16,2013-07-25T00:00:00.000-04:00,7276,PENDING_PAYMENT
23,2013-07-25T00:00:00.000-04:00,4367,PENDING_PAYMENT
26,2013-07-25T00:00:00.000-04:00,7562,COMPLETE
36,2013-07-25T00:00:00.000-04:00,5649,PENDING
39,2013-07-25T00:00:00.000-04:00,8214,PENDING
40,2013-07-25T00:00:00.000-04:00,12092,PENDING_PAYMENT
45,2013-07-25T00:00:00.000-04:00,2636,COMPLETE
48,2013-07-25T00:00:00.000-04:00,12186,PROCESSING
51,2013-07-25T00:00:00.000-04:00,12271,CLOSED
52,2013-07-25T00:00:00.000-04:00,5126,PENDING_PAYMENT
56,2013-07-25T00:00:00.000-04:00,10519,COMPLETE
58,2013-07-25T00:00:00.000-04:00,9213,PENDING_PAYMENT
59,2013-07-25T00:00:00.000-04:00,11644,PENDING_PAYMENT
61,2013-07-25T00:00:00.000-04:00,4791,CLOSED
66,2013-07-25T00:00:00.000-04:00,1792,ON_HOLD
70,2013-07-25T00:00:00.000-04:00,11809,PENDING_PAYMENT
73,2013-07-25T00:00:00.000-04:00,8504,PENDING_PAYMENT
78,2013-07-25T00:00:00.000-04:00,8619,PAYMENT_REVIEW
79,2013-07-25T00:00:00.000-04:00,7327,PENDING_PAYMENT
80,2013-07-25T00:00:00.000-04:00,3007,COMPLETE
83,2013-07-25T00:00:00.000-04:00,1265,COMPLETE
84,2013-07-25T00:00:00.000-04:00,6789,PROCESSING
87,2013-07-25T00:00:00.000-04:00,3065,CLOSED
88,2013-07-25T00:00:00.000-04:00,3809,COMPLETE
90,2013-07-25T00:00:00.000-04:00,9131,CLOSED
97,2013-07-25T00:00:00.000-04:00,10784,PENDING
100,2013-07-25T00:00:00.000-04:00,12131,PROCESSING
104,2013-07-25T00:00:00.000-04:00,7790,PENDING_PAYMENT
107,2013-07-26T00:00:00.000-04:00,1845,COMPLETE
108,2013-07-26T00:00:00.000-04:00,12149,PROCESSING
109,2013-07-26T00:00:00.000-04:00,9345,PENDING_PAYMENT
113,2013-07-26T00:00:00.000-04:00,10216,PENDING_PAYMENT
